dataset|id|url
59565856c751df48ed1506e3|4c41249f-c31c-4153-8071-154c8ce90650|https://www.data.gouv.fr/s/resources/langues-vivantes-enseignees-au-sein-de-lenseignement-agricole/20170630-155552/langue_vivante_ea_v1_0.csv
595371dfc751df23fd87527c|44d9dc44-2876-4915-9919-4c1e94e7e30f|https://www.data.gouv.fr/s/resources/emploi-formation/20170628-110855/Emploi-Formation.csv
5953580988ee3863b8705924|80e134b5-6050-4baf-8577-e46e695b9e98|https://www.data.gouv.fr/s/resources/organisations-caritatives/20170628-091845/Organisations-caritatives.csv
594c298ec751df76726294d9|461ebe61-212c-4363-a35c-15a47fa762dc|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-223501/description_stations.csv
594c298ec751df76726294d9|b099b66f-a058-476f-a166-917bcbe83cf5|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-223422/stations.csv
594c298ec751df76726294d9|33d8d2af-6e16-4480-b70e-89c57946f9dc|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-223615/pesticides.csv
594c298ec751df76726294d9|202e9d9b-34b3-4674-964f-2dc0d3dc438c|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-224528/moy_tot_quantif_2012.csv
594c298ec751df76726294d9|3a564eec-b17e-4b4d-b428-c9dba681a235|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-224458/moy_tot_quantif_2011.csv
594c298ec751df76726294d9|8c636c72-4b91-497c-9d16-0b6edf40315c|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-224448/moy_tot_quantif_2010.csv
594c298ec751df76726294d9|a8fbe26b-0c0e-4e29-b073-9c32a964cf4a|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-224434/moy_tot_quantif_2009.csv
594c298ec751df76726294d9|41d76096-1cce-4c14-b826-a396fdc59abe|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-224419/moy_tot_quantif_2008.csv
594c298ec751df76726294d9|ee2eaab0-2972-437a-9270-a8f6378768a7|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-224359/moy_tot_quantif_2007.csv
594c298ec751df76726294d9|8c6c3a67-c474-4625-a250-70bb7792bde2|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-224252/ma_qp_fm_ttres_pesteso_2012.csv
594c298ec751df76726294d9|3606550a-2132-4407-b952-2fe814a09368|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-224218/ma_qp_fm_ttres_pesteso_2011.csv
594c298ec751df76726294d9|8da39446-67e3-42ae-bc59-35bf99ed1fa3|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-224203/ma_qp_fm_ttres_pesteso_2010.csv
594c298ec751df76726294d9|dea0b114-1f64-4d4e-91de-fb124e57571a|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-224138/ma_qp_fm_ttres_pesteso_2009.csv
594c298ec751df76726294d9|3f5e6c34-afcb-4678-a9eb-9a68410a85a8|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-224109/ma_qp_fm_ttres_pesteso_2008.csv
594c298ec751df76726294d9|4ff86f25-61b0-43e7-adf7-8a36e7142747|https://www.data.gouv.fr/s/resources/pesticides-dans-les-eaux-souterraines/20170622-224043/ma_qp_fm_ttres_pesteso_2007.csv
594a79a7c751df59112a805f|391d0d67-8bba-4d7b-865d-a26f847d6fc2|https://www.data.gouv.fr/s/resources/belib-reseau-parisien-de-bornes-de-recharges-accelerees-22-kw-ac-dc-pour-vehicules-electriques/20170621-160022/meterValues_per_chargeRecord_Mai.csv
594a79a7c751df59112a805f|0f82a01c-b44f-4d51-bdfb-9be5e6d42627|https://www.data.gouv.fr/s/resources/belib-reseau-parisien-de-bornes-de-recharges-accelerees-22-kw-ac-dc-pour-vehicules-electriques/20170621-160015/transactions-data-Mai.csv
594a79a7c751df59112a805f|3dcf1e9f-98cd-4b96-9c96-2123df1dd155|https://www.data.gouv.fr/s/resources/belib-reseau-parisien-de-bornes-de-recharges-accelerees-22-kw-ac-dc-pour-vehicules-electriques/20170621-160014/chargeRecords_Mai.csv
594a79a7c751df59112a805f|08dc2820-d795-4bfc-8b7b-caa6e86b78ab|https://www.data.gouv.fr/s/resources/belib-reseau-parisien-de-bornes-de-recharges-accelerees-22-kw-ac-dc-pour-vehicules-electriques/20170621-155922/meterValues_per_chargeRecord_April.csv
594a79a7c751df59112a805f|4cbb9f6c-11f6-4243-a40b-c773fb605e5d|https://www.data.gouv.fr/s/resources/belib-reseau-parisien-de-bornes-de-recharges-accelerees-22-kw-ac-dc-pour-vehicules-electriques/20170621-155916/transactions-data-April.csv
594a79a7c751df59112a805f|c8de760a-b234-404b-8163-23f085751b48|https://www.data.gouv.fr/s/resources/belib-reseau-parisien-de-bornes-de-recharges-accelerees-22-kw-ac-dc-pour-vehicules-electriques/20170621-155916/chargeRecords_April.csv
594a79a7c751df59112a805f|7bd44410-7412-4c56-850f-ccafcf405ecc|https://www.data.gouv.fr/s/resources/belib-reseau-parisien-de-bornes-de-recharges-accelerees-22-kw-ac-dc-pour-vehicules-electriques/20170621-155644/postalCode_vs_badge.csv
594a79a7c751df59112a805f|125fffca-5416-4907-abc5-7fa29314e054|https://www.data.gouv.fr/s/resources/belib-reseau-parisien-de-bornes-de-recharges-accelerees-22-kw-ac-dc-pour-vehicules-electriques/20170621-155430/chargeAreas.csv
5936beefa3a72968e2877305|3178359c-5644-4253-83a4-41493a275a20|https://datacat.datalocale.fr/file/415298/raw/LISTE_BENEF_APA_CANTON.csv
5936beefa3a72968e2877305|b8d909d1-739e-4ba5-8095-65df7369d480|https://datacat.datalocale.fr/file/415300/raw/LISTE_BENEF_APA_COMMUNE.csv
5936beb2a3a72968e28772e5|70d081db-179d-451f-95fb-0cf07eff6f79|https://datacat.datalocale.fr/file/415052/raw/2016-04-28_bibliotheques_gironde.geocodedCLEAN.csv
5936beb2a3a72968e28772e5|f9919570-da1c-4f61-a041-3906065d1583|https://datacat.datalocale.fr/file/415050/raw/2016-04-28_centres_de_planification_gironde.geocod.csv
5936beb2a3a72968e28772e5|03f67405-daeb-402f-a8a5-15d8143047ad|https://datacat.datalocale.fr/file/417173/raw/2016-04-28_centres_de_planification_gironde-manqua.csv
5936beb1a3a72968e28772e4|9bb00fee-1359-40fc-8112-91e5e7bbb887|https://datacat.datalocale.fr/file/414554/raw/2014-01-22-101541LISTE_COLLEGE.csv
5936beb1a3a72968e28772e4|2ac131f2-7e1b-46f2-97be-cad4c88f197b|https://datacat.datalocale.fr/file/414558/raw/LISTE_COLLEGES_GIRONDE.geocoded.csv
5936bf17a3a72968e18772ce|53e916c2-2262-4065-908f-aaecadc8c020|https://datacat.datalocale.fr/file/415262/raw/ows%3Fservice%3DWFS%26version%3D1.0.0%26request%3DGetFeature%26typeName%3Ddatalocale%3Aodt_gn_rfo%26outputFormat%3Dcsv
5936bf19a3a72968e287730b|19a60559-6c9d-4db6-971d-dc2ccbd0e927|https://datacat.datalocale.fr/file/415960/raw/gironde_resultats_BV1.csv
5936bf19a3a72968e287730b|4d4c9f4c-8d98-4aae-96f3-a939d191f2f8|https://datacat.datalocale.fr/file/415958/raw/gironde_resultats_1erTour.csv
5936bf19a3a72968e287730b|62fcc937-dbf2-45af-88ac-efb31b41416d|https://datacat.datalocale.fr/file/415962/raw/gironde_resultats_BV2.csv
5936be69a3a72968e28772ce|58e04125-4511-4dfa-bb77-d867388b42d0|https://datacat.datalocale.fr/file/415722/raw/caravane2.csv
5936be8fa3a72968e187728e|bbb0ea28-9f7f-43be-bcde-ce451b0a60bc|https://datacat.datalocale.fr/file/414822/raw/temporal_daily.csv
5936beaea3a72968e187729f|571b651b-ddb5-4193-8b0a-4bce62ab38b4|https://datacat.datalocale.fr/file/415550/raw/Transitretravaille.csv
5936beaea3a72968e187729f|c23f7af6-751a-4cdd-a648-ce7eec848861|https://datacat.datalocale.fr/file/415548/raw/centreTraitementCollecte.csv
595923c5a3a7291dd09c81d9|ddb2d2f8-f8c3-4b50-8366-43f5a9cb47b9|https://datacat.datalocale.fr/file/414699/raw/Opendata_33_TRT.csv
59592310a3a7291dcf9c81fc|902b31fd-e92a-4a6c-83c2-897bf23bd33b|https://datacat.datalocale.fr/file/415601/raw/muni-2014-elus-com-1000h-et-plus-33.csv
59592310a3a7291dcf9c81fc|f9c860fe-17ff-49df-8030-1d5a01eaef41|https://datacat.datalocale.fr/file/415603/raw/candidatsGirondeIdeesLibres.csv
59592382a3a7291dcf9c8227|c2ab5390-9a6b-441a-8570-946cfc615169|https://datacat.datalocale.fr/file/415763/raw/Parcelles-domaineDept33-commune-politique-publique.csv
5959235ca3a7291dd09c81b3|a75c1f5c-f4db-42c3-8efb-65ecfe31c90e|https://datacat.datalocale.fr/file/414671/raw/2013-01-18-093856R_OPENDATA_PRIX-A-TTC.csv
595923c7a3a7291dcf9c8243|ec37f592-6d8d-4e29-aafd-e39d3ae8ccfa|https://datacat.datalocale.fr/file/414573/raw/ows%3Fservice%3DWFS%26version%3D1.0.0%26request%3DGetFeature%26typeName%3Ddatalocale%3Aodt_di_rd_graphe%26outputFormat%3Dcsv
59592330a3a7291dd09c81a5|73882eb4-e1c9-4e89-82e7-9c7d075fe370|https://datacat.datalocale.fr/file/415644/raw/2013-01-14-170015LISTE_AG_CG33.csv
59492ebe88ee3849e2345d0b|81e952a4-2823-428d-8097-825d5ce3ecb0|https://www.data.gouv.fr/s/resources/donnees-de-satisfaction-des-patients-hospitalises-e-satis/20170620-161953/lexique_esatisMCO_ipaqss_2016_2016.csv
59492ebe88ee3849e2345d0b|efcf3a6a-f30c-4d69-aab7-b2c4dbabdd46|https://www.data.gouv.fr/s/resources/donnees-de-satisfaction-des-patients-hospitalises-e-satis/20170620-161858/opendata_e-satis.csv
595922f1a3a7291dcf9c81e2|bc6b4847-fc41-43a2-8aae-3be520f6ba93|https://datacat.datalocale.fr/file/1242216/raw/cedi_2014_DM2.csv
595922f1a3a7291dcf9c81e2|0ebb6811-be24-41cc-bd53-de4c9a428f04|https://datacat.datalocale.fr/file/1242215/raw/cedi_2013_DM2.csv
595922f1a3a7291dcf9c81e2|2831eba6-be7f-43cc-b448-6f48d48002f0|https://datacat.datalocale.fr/file/1242199/raw/cedi_2010_DM2.csv
595922f1a3a7291dcf9c81e2|15b80bff-fdd7-4cfc-be60-35bdda7b4219|https://datacat.datalocale.fr/file/1242214/raw/cedi_2011_DM2.csv
595922f1a3a7291dcf9c81e2|b2124abd-ccf8-4cb6-b9ad-573a80345921|https://datacat.datalocale.fr/file/1242217/raw/cedi_2015_DM2.csv
595922f1a3a7291dcf9c81e2|a6a06b25-f202-4092-8cde-9606c57b44c2|https://datacat.datalocale.fr/file/1242218/raw/cedi_2016_DM2.csv
595922f1a3a7291dcf9c81e2|d8e6c637-1ba4-44b4-bbcd-f2d855489c0c|https://datacat.datalocale.fr/file/1242189/raw/cedi_2009_DM2.csv
59592395a3a7291dcf9c8232|5be18c6c-f77a-427c-9cfb-4e48acdcf433|https://datacat.datalocale.fr/file/415938/raw/LogPerscouvCafDepuis2012Gironde.csv
59592304a3a7291dcf9c81f4|440cd478-f614-44b8-80a6-a2799448d3b6|https://datacat.datalocale.fr/file/1455206/raw/cedi_2016_CA.csv
59592304a3a7291dcf9c81f4|fa24a9e7-c82f-423b-9172-b154285c91aa|https://datacat.datalocale.fr/file/1241935/raw/cedi_2009_CA.csv
59592304a3a7291dcf9c81f4|86d9cdc4-256b-4432-99cd-1cef501ea139|https://datacat.datalocale.fr/file/1242008/raw/cedi_2013_CA.csv
59592304a3a7291dcf9c81f4|1620d00e-36f6-4688-9222-a37709cecced|https://datacat.datalocale.fr/file/1241959/raw/cedi_2010_CA.csv
59592304a3a7291dcf9c81f4|9251a0d4-a0ac-4c0e-8246-c5e05d7c524c|https://datacat.datalocale.fr/file/1242007/raw/cedi_2012_CA.csv
59592304a3a7291dcf9c81f4|3f972b37-3dda-4f34-9ab3-f01da7509071|https://datacat.datalocale.fr/file/1242019/raw/cedi_2015_CA.csv
59592304a3a7291dcf9c81f4|055b21e9-3c62-498a-83b6-dbd28fe584ef|https://datacat.datalocale.fr/file/1241992/raw/cedi_2011_CA.csv
59592304a3a7291dcf9c81f4|a32ac7cf-d49a-419f-98c5-9d798a82f1b6|https://datacat.datalocale.fr/file/1242009/raw/cedi_2014_CA.csv
5959233ea3a7291dcf9c820f|db852075-fa57-43d3-9426-8caf52e90641|https://datacat.datalocale.fr/file/414730/raw/20160209_RES_FichesInstallationsGironde.geocoded.csv
5959233ea3a7291dcf9c820f|d361f51e-3213-420b-b7a6-ce205e3595a2|https://datacat.datalocale.fr/file/414734/raw/20160209_RES_TypEq_CommunesGironde.csv
5959233ea3a7291dcf9c820f|f29eb190-906c-4c57-9e0b-1ca60ab792cc|https://datacat.datalocale.fr/file/414728/raw/LISTE_EQUIPEMENTS_SPORTIFS_CG.csv
5959233ea3a7291dcf9c820f|4c7de4f1-441f-4eea-8290-a2e943fdf023|https://datacat.datalocale.fr/file/414732/raw/20160209_RES_FichesEquipementGironde.csv
5936beb6a3a72968e18772a4|b6569db3-0161-42f4-be90-a24857519fb2|https://datacat.datalocale.fr/file/414730/raw/20160209_RES_FichesInstallationsGironde.geocoded.csv
5936beb6a3a72968e18772a4|55e4cc2e-b210-4340-9eed-86ffb422ec1f|https://datacat.datalocale.fr/file/414732/raw/20160209_RES_FichesEquipementGironde.csv
5936beb6a3a72968e18772a4|7b61f820-e4c7-43c7-94e2-589a81a0ce93|https://datacat.datalocale.fr/file/414728/raw/LISTE_EQUIPEMENTS_SPORTIFS_CG.csv
5936beb6a3a72968e18772a4|8a067f9e-3b58-4fb2-88fc-08b31484e750|https://datacat.datalocale.fr/file/414734/raw/20160209_RES_TypEq_CommunesGironde.csv
5936bec7a3a72968e18772b0|29a157c4-5736-4d82-b59d-a75079b4c97d|https://datacat.datalocale.fr/file/416420/raw/mairesGirondeREF25-04-2014.csv
5936bea4a3a72968e28772db|a803f73f-3a80-4921-ab31-0ed1f834add0|https://datacat.datalocale.fr/file/415474/raw/odt_a21_aamap.csv
5936beb1a3a72968e18772a1|93d6eeb7-4dc3-48b4-9c8d-a299de2427a3|https://datacat.datalocale.fr/file/434223/raw/LISTE_TABLES_ODS_REFSI.csv
5936bf17a3a72968e287730a|b88ca236-91e6-4007-b8c8-193ab0ebc443|https://datacat.datalocale.fr/file/414920/raw/ows%3Fservice%3DWFS%26version%3D1.0.0%26request%3DGetFeature%26typeName%3Ddatalocale%3Aodt_cg_pcycl2%26outputFormat%3Dcsv
5846e088c751df32cbc0bb7e|d48163e3-c971-47fe-a2ff-f6f479e35e97|https://www.data.gouv.fr/s/resources/compte-administratif-2012-equilibre-des-operations-financieres-detail-des-depenses/20161206-170034/Onglet_38_CA2012_equilibre_des_operations_financieres_details_des_depenses.csv
582986c1c751df1171c0bb7e|c30b103c-6caf-43d3-8cfb-afe5b52ca848|https://www.data.gouv.fr/s/resources/recensement-ville-de-rodez/20161114-104447/BSA2015_12202.csv
58235431c751df3b80c0bb7e|7588dfc3-5298-4a0a-994c-48f745d4935e|https://www.data.gouv.fr/s/resources/compte-administratif-2012-section-investissement-1/20161109-175347/Onglet_4_CA2012_presentation_generale_section_dinvestissement.csv
58234f7ac751df32d5c0bb7e|b62933a2-b2c8-4f96-aa79-c63476366838|https://www.data.gouv.fr/s/resources/compte-administratif-2012-section-fonctionnement/20161109-173202/Onglet_3_CA2012_presentation_generale_section_de_fonctionnement.csv
580dee9da3a7292dcea9d309|91a6878d-f9a3-4c32-aa7d-b9d2ec6e807c|http://pod.opendatasoft.com//explore/dataset/pod_gs1_prefix/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=true
580dee9da3a7292dcea9d307|5a0d3f3f-085a-44ce-a08d-c4f9ea44291a|http://pod.opendatasoft.com//explore/dataset/pod_group/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=true
580a5786a3a7292dcea9d20b|85ee0c79-b7ec-4588-9d82-2e842cff66dd|https://data.rennesmetropole.fr/explore/dataset/amenagements-velo-et-zones-de-circulation-apaisee-sur-rennes-metropole/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=true
582c259a88ee382729c65bb9|570467e4-98fa-4002-9783-66ebcbe9d809|https://www.data.gouv.fr/s/resources/semi-marathon-de-boulogne-billancourt-2016-fermeture-de-voies/20161116-102516/Fermetures_Voies.csv
584055c188ee385512c65bb3|2eda6969-f7a5-4f68-9a9b-1e87e1303278|https://www.data.gouv.fr/s/resources/compte-administratif-2012-presentation-croisee-par-fonction-detail-investissement-culture/20161201-175442/Onglet_31_CA2012_presentation_croisee_par_fonction_detail_investissement_culture.csv
584054cd88ee38548fc65bb3|0ed623a8-670a-44ae-a493-1f85031589f1|https://www.data.gouv.fr/s/resources/compte-administratif-2012-presentation-croisee-par-fonction-detail-investissement-enseignement-et-formation/20161201-175039/Onglet_30_CA2012_presentation_croisee_par_fonction_detail_investissement_enseignement_et_formation.csv
583869e1c751df10d2c0bb7e|e373eab7-41ba-4803-9930-c0d5757bc010|https://www.data.gouv.fr/s/resources/compte-administratif-2012-presentation-croisee-par-fonction-detail-fonctionnement-culture/20161125-174217/Onglet_21_CA2012_presentation_croisee_par_fonction_detail_fonctionnement_culture.csv
5836f62988ee38533dc65bb3|31545b1d-c770-4f53-abae-bef434b1cf43|https://www.data.gouv.fr/s/resources/bornes-de-recharge-du-reseau-e-charge50/20170830-165526/IRVE_SDEM50_20170830.csv
582e1e2888ee386b7ac65bb4|67a9a616-88e7-4829-aea9-a051d754a896|https://www.data.gouv.fr/s/resources/panorama-des-grands-projets-si-de-letat-1/20170713-115429/Panorama_des_grands_projets_SI_-_20170630.csv
582e1e2888ee386b7ac65bb4|cb4c1f88-8848-4b92-8124-7b436d97e105|https://www.data.gouv.fr/s/resources/panorama-des-grands-projets-si-de-letat-1/20170315-165945/DINSIC_panorama_projets_si_20170228.csv
582e1e2888ee386b7ac65bb4|33f8c83c-a38d-4aa3-b0d8-bf3b76610a0d|https://www.data.gouv.fr/s/resources/panorama-des-grands-projets-si-de-letat-1/20161118-095837/DINSIC-Panorama_des_grands_projets_SI_20161116.csv
5821b44b88ee385387c65bb3|b40d9bac-db82-44be-ac4e-2f752d50e127|https://www.data.gouv.fr/s/resources/reseau-de-bornes-de-recharge-pour-vehicules-electriques-31-irve/20170822-113637/IRVE_SDEHG_20170731.csv
56f1381f88ee387f07908574|4870e978-b6ea-4622-badf-b91213d2ade9|https://www.data.gouv.fr/s/resources/deliberations-du-conseil-municipal-daix/20160322-131916/deliberationCMAix.csv
58048f9ec751df1c2079df72|75274d8a-5d10-40ed-a214-0e6f9002a5b8|https://www.data.gouv.fr/s/resources/population-mariages-deces-naissances-1/20161017-104718/liste_des_naissances.csv
58048f9ec751df1c2079df72|f8dea1d4-40b0-443d-84cf-3715d8d867a5|https://www.data.gouv.fr/s/resources/population-mariages-deces-naissances-1/20161017-104630/Liste_des_DC.csv
58048f9ec751df1c2079df72|2ecc0e6a-ebed-4a6d-a70e-e9c0bab052d3|https://www.data.gouv.fr/s/resources/population-mariages-deces-naissances-1/20161017-104607/liste_des_mariages.csv
57ff9bc688ee38530a5ff490|c8bbdb3f-e5db-40bf-8778-117a46b8f6bc|https://www.data.gouv.fr/s/resources/effectifs-publics-par-ecole-depuis-2006-2007/20161013-170145/EFFECTIFS_PUBLICS_PAR_ECOLE_DEPUIS_20062007.csv
580a5750a3a7292dcfa9d1de|13b5637b-fdaf-4d8f-bb7e-b4600bc75f76|https://data.rennesmetropole.fr/explore/dataset/cantons-dille-et-vilaine-version-rennes-metropole/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=true
580a574fa3a7292dcea9d1e8|965a4028-4ccc-46fb-a21d-50c2e718c958|https://data.rennesmetropole.fr/explore/dataset/localisation-des-arbres-du-jardin-du-thabor/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=true
580a5744a3a7292dcfa9d1d5|f485f021-2afa-467a-8f76-05da1ec74d1b|https://data.rennesmetropole.fr/explore/dataset/donnees-evenementielles-infolocale-echantillon/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=true
580a5740a3a7292dcfa9d1d2|5ab0ca1b-da82-4e7b-9f22-cf05b3a6da08|https://data.rennesmetropole.fr/explore/dataset/rennes-2030-questionnaire/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=true
58078e78c751df2d1a79df72|f34d6d15-408d-4f3e-b9b8-5f77b6d73182|https://www.data.gouv.fr/s/resources/projet-de-loi-de-finances-pour-2017-plf-2017-jaune-effort-financier-de-letat-en-faveur-des-associations/20161019-171722/PLF2017-ASSO_SUBVENTIONNEES_2015.csv
58078cd6c751df290f79df72|145266be-e5c1-47cc-9448-666e58d9ffe9|https://www.data.gouv.fr/s/resources/projet-de-loi-de-finances-pour-2017-plf-2017-donnees-du-volet-performance/20161019-171037/PLF2017-performance.csv
580a5737a3a7292dcea9d1d5|acb90293-86c2-4278-95bb-af4af5b2f218|https://data.rennesmetropole.fr/explore/dataset/troncons-de-voies-du-referentiel-voies-et-adresses-de-rennes-metropole/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=true
